ts,rpm,status,len,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,raw_hex
1768320739.143,887,0xA0,38,111,135,117,113,222,4,26,231,122,124,238,12 26 a0 03 77 00 00 00 00 79 6f 87 75 71 de 04 1a e7 7a 7c ee 8a 6a 89 80 00 80 00 99 80 00 00 22 ec 06 06 02 06
1768320739.465,883,0xA0,38,111,135,117,113,221,4,29,231,72,124,237,12 26 a0 03 73 00 00 00 00 79 6f 87 75 71 dd 04 1d e7 48 7c ed 89 6a 88 80 00 80 00 99 80 00 00 23 14 06 06 02 cc
1768320739.784,885,0xA0,38,111,135,117,113,222,4,16,231,14,124,168,12 26 a0 03 75 00 00 00 00 78 6f 87 75 71 de 04 10 e7 0e 7c a8 89 6b 89 80 00 80 00 99 80 00 00 22 b6 06 06 02 65
1768320740.052,887,0xA0,38,111,135,117,113,222,4,18,231,0,124,151,12 26 a0 03 77 00 00 00 00 78 6f 87 75 71 de 04 12 e7 00 7c 97 8a 6a 89 80 00 80 00 99 80 00 00 22 a2 06 06 02 42
1768320740.326,882,0xA0,38,111,135,117,113,221,4,18,231,0,124,151,12 26 a0 03 72 00 00 00 00 77 6f 87 75 71 dd 04 12 e7 00 7c 97 8a 6a 89 80 00 80 00 99 80 00 00 22 8a 06 06 02 63
1768320740.582,876,0xA0,38,111,135,117,113,221,4,22,231,0,124,133,12 26 a0 03 6c 00 00 00 00 78 6f 87 75 71 dd 04 16 e7 00 7c 85 8a 6b 89 80 00 80 00 99 80 00 00 23 11 06 06 02 ff
1768320740.853,883,0xA0,38,111,135,117,113,222,4,25,231,0,124,168,12 26 a0 03 73 00 00 00 00 79 6f 87 75 71 de 04 19 e7 00 7c a8 89 6b 89 80 00 80 00 99 80 00 00 23 14 06 06 02 c6
1768320741.104,887,0xA0,38,111,135,117,113,222,4,19,231,0,124,151,12 26 a0 03 77 00 00 00 00 78 6f 87 75 71 de 04 13 e7 00 7c 97 8a 6a 89 80 00 80 00 99 80 00 00 22 a2 06 05 02 40
1768320741.361,885,0xA0,38,111,135,117,113,222,4,23,231,0,124,185,12 26 a0 03 75 00 00 00 00 79 6f 87 75 71 de 04 17 e7 00 7c b9 88 6b 89 80 00 80 00 99 80 00 00 23 00 06 06 02 ca
1768320741.610,885,0xA0,38,111,135,117,113,222,4,25,231,0,124,185,12 26 a0 03 75 00 00 00 00 78 6f 87 75 71 de 04 19 e7 00 7c b9 89 6a 89 80 00 80 00 99 80 00 00 22 b6 06 06 02 72
1768320741.943,887,0xA0,38,110,135,117,113,222,4,23,231,0,124,167,12 26 a0 03 77 00 00 00 00 78 6e 87 75 71 de 04 17 e7 00 7c a7 8a 6a 89 80 00 80 00 99 80 00 00 22 a2 06 06 02 76
1768320742.267,890,0xA0,38,110,135,117,113,222,4,13,231,0,124,151,12 26 a0 03 7a 00 00 00 00 79 6e 87 75 71 de 04 0d e7 00 7c 97 8a 6a 89 80 00 80 00 99 80 00 00 22 cd 06 06 02 3f
1768320742.514,887,0xA0,38,111,135,117,113,222,4,14,231,0,124,150,12 26 a0 03 77 00 00 00 00 76 6f 87 75 71 de 04 0e e7 00 7c 96 89 6b 89 80 00 80 00 99 80 00 00 22 0e 07 06 02 fe
1768320742.763,887,0xA0,38,111,135,117,113,222,4,12,231,0,124,150,12 26 a0 03 77 00 00 00 00 78 6f 87 75 71 de 04 0c e7 00 7c 96 8a 6a 89 80 00 80 00 99 80 00 00 22 a2 06 06 02 5d
1768320743.029,889,0xA0,38,110,135,117,113,222,4,11,231,0,124,132,12 26 a0 03 79 00 00 00 00 76 6e 87 75 71 de 04 0b e7 00 7c 84 8a 6a 89 80 00 80 00 99 80 00 00 21 fa 06 07 02 13
1768320743.290,885,0xA0,38,110,135,117,113,222,4,7,231,0,124,133,12 26 a0 03 75 00 00 00 00 77 6e 87 75 71 de 04 07 e7 00 7c 85 89 6b 89 80 00 80 00 99 80 00 00 22 6c 06 06 02 85
1768320743.541,883,0xA0,38,110,135,117,113,222,4,7,231,0,124,133,12 26 a0 03 73 00 00 00 00 76 6e 87 75 71 de 04 07 e7 00 7c 85 89 6a 89 80 00 80 00 99 80 00 00 22 35 06 06 02 da
1768320743.792,889,0xA0,38,110,135,117,113,222,4,11,231,0,124,133,12 26 a0 03 79 00 00 00 00 77 6e 87 75 71 de 04 0b e7 00 7c 85 8a 6a 89 80 00 80 00 99 80 00 00 22 44 06 06 02 af
1768320744.046,889,0xA0,38,111,135,117,113,222,4,9,231,0,128,19,12 26 a0 03 79 00 00 00 00 79 6f 87 75 71 de 04 09 e7 00 80 13 89 6b 89 80 00 80 00 99 80 00 00 22 d7 06 06 02 59
1768320744.297,891,0xA0,38,111,135,117,113,222,4,30,231,0,126,35,12 26 a0 03 7b 00 00 00 00 7b 6f 87 75 71 de 04 1e e7 00 7e 23 89 6a 89 80 00 80 00 99 80 00 00 23 57 06 06 02 00
1768320744.561,893,0xA0,38,110,135,118,113,223,4,30,231,0,124,198,12 26 a0 03 7d 00 00 00 00 79 6e 87 76 71 df 04 1e e7 00 7c c6 8a 6a 89 80 00 80 00 99 80 00 00 22 b0 06 06 02 05
1768320744.817,890,0xA0,38,110,135,118,113,222,4,18,231,0,127,5,12 26 a0 03 7a 00 00 00 00 7a 6e 87 76 71 de 04 12 e7 00 7f 05 89 6b 89 80 00 80 00 99 80 00 00 23 17 06 06 02 68
1768320745.087,898,0xA0,38,111,135,118,113,222,4,137,231,188,134,220,12 26 a0 03 82 00 04 00 00 80 6f 87 76 71 de 04 89 e7 bc 86 dc 89 6a 89 80 00 80 00 99 80 00 00 24 7d 06 06 02 04
1768320745.342,1021,0xA0,38,111,135,118,113,201,5,240,236,34,139,20,12 26 a0 03 fd 00 07 00 00 94 6f 87 76 71 c9 05 f0 ec 22 8b 14 8a 5d 89 80 00 80 00 99 80 00 00 25 1b 06 06 02 00
1768320745.589,1220,0xA0,38,111,135,118,113,191,4,125,240,134,143,3,12 26 a0 04 c4 00 07 00 00 97 6f 87 76 71 bf 04 7d f0 86 8f 03 88 4b 89 80 00 80 00 99 80 00 00 1f af 07 07 02 f6
1768320745.836,1398,0xA0,38,111,135,118,113,186,4,100,245,166,142,237,12 26 a0 05 76 00 07 00 00 9e 6f 87 76 71 ba 04 64 f5 a6 8e ed 88 50 89 80 00 80 00 99 80 00 00 1c ee 08 07 02 cc
1768320746.100,1575,0xA0,38,111,136,118,114,182,3,175,250,12,133,115,12 26 a0 06 27 00 00 00 00 9b 6f 88 76 72 b6 03 af fa 0c 85 73 88 52 89 80 00 80 00 99 80 00 00 19 31 09 07 02 b9
1768320746.346,1612,0xA0,38,111,136,118,114,188,2,170,254,112,127,129,12 26 a0 06 4c 00 00 00 00 7e 6f 88 76 72 bc 02 aa fe 70 7f 81 8a 3f 89 80 00 80 00 99 80 00 00 14 02 0a 08 02 14
1768320746.599,1484,0xA0,38,110,136,118,114,195,2,222,2,126,123,216,12 26 a0 05 cc 00 00 00 00 7c 6e 88 76 72 c3 02 de 02 7e 7b d8 89 4d 89 80 00 80 00 99 80 00 00 15 64 0b 0b 02 24
1768320746.866,1340,0xA0,38,110,136,118,114,237,1,68,242,170,127,231,12 26 a0 05 3c 00 00 00 00 72 6e 88 76 72 ed 01 44 f2 aa 7f e7 89 56 89 80 00 80 00 99 80 00 00 15 c7 0b 0b 02 ca
1768320747.119,1029,0xA0,38,110,136,118,114,222,4,124,4,162,143,164,12 26 a0 04 05 00 00 00 00 a0 6e 88 76 72 de 04 7c 04 a2 8f a4 94 6b 88 80 00 80 00 99 80 00 00 27 ce 0b 0b 02 79
1768320747.381,980,0xA0,38,110,136,118,114,231,5,23,2,44,141,233,12 26 a0 03 d4 00 00 00 00 9a 6e 88 76 72 e7 05 17 02 2c 8d e9 94 6b 89 80 00 80 00 99 80 00 00 28 3a 0b 0b 02 fb
1768320747.633,993,0xA0,38,110,136,118,114,237,5,29,0,186,141,25,12 26 a0 03 e1 00 00 00 00 98 6e 88 76 72 ed 05 1d 00 ba 8d 19 93 6c 89 80 00 80 00 99 80 00 00 27 2f 0b 0b 02 b2
1768320747.892,1013,0xA0,38,110,136,118,114,238,4,237,255,252,140,133,12 26 a0 03 f5 00 00 00 00 99 6e 88 76 72 ee 04 ed ff fc 8c 85 94 6b 89 80 00 80 00 99 80 00 00 26 aa 0a 0b 02 f4
1768320748.215,1042,0xA0,38,111,136,118,114,238,4,184,254,140,139,161,12 26 a0 04 12 00 00 00 00 99 6f 88 76 72 ee 04 b8 fe 8c 8b a1 93 6b 89 80 00 80 00 99 80 00 00 25 96 0a 0b 02 2a
1768320748.478,1040,0xA0,38,111,136,118,114,238,4,141,253,72,139,21,12 26 a0 04 10 00 00 00 00 94 6f 88 76 72 ee 04 8d fd 48 8b 15 94 6a 89 80 00 80 00 99 80 00 00 24 6e 0a 0a 02 9d
1768320748.741,1017,0xA0,38,111,136,118,114,236,4,131,252,172,138,86,12 26 a0 03 f9 00 00 00 00 94 6f 88 76 72 ec 04 83 fc ac 8a 56 93 6c 89 80 00 80 00 99 80 00 00 25 41 0a 0a 02 f7
1768320748.994,999,0xA0,38,111,136,118,114,237,4,140,252,46,138,33,12 26 a0 03 e7 00 00 00 00 93 6f 88 76 72 ed 04 8c fc 2e 8a 21 92 6c 89 80 00 80 00 99 80 00 00 25 ab 09 0a 02 fd
1768320749.264,994,0xA0,38,111,136,118,114,236,4,132,251,138,137,185,12 26 a0 03 e2 00 00 00 00 91 6f 88 76 72 ec 04 84 fb 8a 89 b9 93 6b 89 80 00 80 00 99 80 00 00 25 58 08 09 02 3c
1768320749.518,961,0xA0,38,111,136,118,114,234,4,151,251,24,138,172,12 26 a0 03 c1 00 00 00 00 90 6f 88 76 72 ea 04 97 fb 18 8a ac 94 60 89 80 00 80 00 99 80 00 00 26 5c 08 09 02 84
1768320749.780,954,0xA0,38,111,136,118,114,233,4,171,251,162,138,243,12 26 a0 03 ba 00 00 00 00 91 6f 88 76 72 e9 04 ab fb a2 8a f3 93 61 89 80 00 80 00 99 80 00 00 26 e8 07 08 02 98
1768320750.104,966,0xA0,38,111,136,118,114,235,4,152,250,14,137,46,12 26 a0 03 c6 00 00 00 00 8e 6f 88 76 72 eb 04 98 fa 0e 89 2e 92 69 89 80 00 80 00 99 80 00 00 25 a1 07 08 02 fa
1768320750.360,965,0xA0,38,111,136,118,114,235,4,140,249,150,136,198,12 26 a0 03 c5 00 00 00 00 8e 6f 88 76 72 eb 04 8c f9 96 88 c6 92 6a 89 80 00 80 00 99 80 00 00 25 ab 07 07 02 99
1768320750.626,956,0xA0,38,111,136,118,114,233,4,133,250,40,136,128,12 26 a0 03 bc 00 00 00 00 8d 6f 88 76 72 e9 04 85 fa 28 88 80 94 68 89 80 00 80 00 99 80 00 00 25 c1 07 07 02 7d
1768320750.879,955,0xA0,38,111,136,118,114,234,4,127,248,182,136,59,12 26 a0 03 bb 00 00 00 00 8d 6f 88 76 72 ea 04 7f f8 b6 88 3b 93 69 89 80 00 80 00 99 80 00 00 25 cb 07 06 02 a9
1768320751.134,941,0xA0,38,111,136,118,114,232,4,140,249,94,136,180,12 26 a0 03 ad 00 00 00 00 8e 6f 88 76 72 e8 04 8c f9 5e 88 b4 92 6a 89 80 00 80 00 99 80 00 00 26 a1 06 06 02 41
1768320751.396,949,0xA0,38,111,136,118,114,233,4,138,248,252,136,93,12 26 a0 03 b5 00 00 00 00 8c 6f 88 76 72 e9 04 8a f8 fc 88 5d 93 69 89 80 00 80 00 99 80 00 00 25 c4 06 06 02 72
1768320751.646,956,0xA0,38,111,136,118,114,234,4,128,247,138,135,245,12 26 a0 03 bc 00 00 00 00 8c 6f 88 76 72 ea 04 80 f7 8a 87 f5 94 69 89 80 00 80 00 99 80 00 00 25 7d 06 06 02 12
1768320751.920,948,0xA0,38,111,136,118,114,233,4,127,248,14,135,175,12 26 a0 03 b4 00 00 00 00 8c 6f 88 76 72 e9 04 7f f8 0e 87 af 93 6a 89 80 00 80 00 99 80 00 00 25 ce 06 05 02 83
1768320752.168,949,0xA0,38,111,136,118,114,233,4,123,247,176,135,141,12 26 a0 03 b5 00 00 00 00 8b 6f 88 76 72 e9 04 7b f7 b0 87 8d 93 69 89 80 00 80 00 99 80 00 00 25 7f 06 05 02 a0
1768320752.487,944,0xA0,38,111,136,118,114,232,4,126,247,58,135,104,12 26 a0 03 b0 00 00 00 00 8b 6f 88 76 72 e8 04 7e f7 3a 87 68 93 68 88 80 00 80 00 99 80 00 00 25 b1 06 05 02 00
1768320752.806,948,0xA0,38,111,136,118,114,233,4,120,246,182,135,17,12 26 a0 03 b4 00 00 00 00 89 6f 88 76 72 e9 04 78 f6 b6 87 11 93 68 89 80 00 80 00 99 80 00 00 24 fe 06 05 02 ba
1768320753.063,954,0xA0,38,111,136,118,114,232,4,114,246,86,134,49,12 26 a0 03 ba 00 00 00 00 89 6f 88 76 72 e8 04 72 f6 56 86 31 92 69 89 80 00 80 00 99 80 00 00 24 c3 05 05 02 40
1768320753.382,949,0xA0,38,111,136,118,114,232,4,106,245,212,134,101,12 26 a0 03 b5 00 00 00 00 87 6f 88 76 72 e8 04 6a f5 d4 86 65 92 6a 89 80 00 80 00 99 80 00 00 24 6a 06 05 02 25
1768320753.641,948,0xA0,38,111,136,118,114,232,4,102,245,94,134,31,12 26 a0 03 b4 00 00 00 00 8a 6f 88 76 72 e8 04 66 f5 5e 86 1f 92 6a 89 80 00 80 00 99 80 00 00 25 44 06 05 02 fa
1768320753.886,946,0xA0,38,111,136,118,114,231,4,94,244,242,133,200,12 26 a0 03 b2 00 00 00 00 87 6f 88 76 72 e7 04 5e f4 f2 85 c8 94 68 89 80 00 80 00 99 80 00 00 24 88 06 05 02 76
1768320754.137,947,0xA0,38,111,136,118,114,232,4,98,244,148,133,95,12 26 a0 03 b3 00 00 00 00 88 6f 88 76 72 e8 04 62 f4 94 85 5f 93 6b 89 80 00 80 00 99 80 00 00 24 c3 06 05 02 f5
1768320754.403,946,0xA0,38,111,136,118,114,233,4,98,244,42,134,13,12 26 a0 03 b2 00 00 00 00 87 6f 88 76 72 e9 04 62 f4 2a 86 0d 92 69 89 80 00 80 00 99 80 00 00 24 88 06 05 02 5d
1768320754.657,930,0xA0,38,111,136,118,114,231,4,102,243,212,133,182,12 26 a0 03 a2 00 00 00 00 88 6f 88 76 72 e7 04 66 f3 d4 85 b6 93 69 89 80 00 80 00 99 80 00 00 25 6f 06 05 02 ee
1768320754.982,944,0xA0,38,111,136,118,114,232,4,100,243,78,133,95,12 26 a0 03 b0 00 00 00 00 87 6f 88 76 72 e8 04 64 f3 4e 85 5f 93 69 89 80 00 80 00 99 80 00 00 24 9c 06 05 02 7f
1768320755.234,958,0xA0,38,111,137,118,114,233,4,84,242,20,131,208,12 26 a0 03 be 00 00 00 00 81 6f 89 76 72 e9 04 54 f2 14 83 d0 91 6a 89 80 00 80 00 99 80 00 00 22 78 06 05 02 76
1768320755.507,951,0xA0,38,111,137,119,114,232,4,62,242,140,131,223,12 26 a0 03 b7 00 00 00 00 81 6f 89 77 72 e8 04 3e f2 8c 83 df 91 6a 89 80 00 80 00 99 80 00 00 22 b9 06 05 02 43
1768320755.748,948,0xA0,38,111,137,119,114,232,4,59,242,20,131,172,12 26 a0 03 b4 00 00 00 00 83 6f 89 77 72 e8 04 3b f2 14 83 ac 92 69 89 80 00 80 00 99 80 00 00 23 60 06 06 02 77
